channels_to_turn_off,seed,validation-roc-auc,validation-pr-auc,test-roc-auc,test-pr-auc
8,106,0.972455010893041,0.6127185935004035,0.9418555684616827,0.4167815925367588
9,510,0.9532599096546048,0.557859847299523,0.9557100299235877,0.31233551741161664
9,365,0.9671237287529207,0.578837354307319,0.9548068227731499,0.4169794939306943
9,382,0.9608271053759715,0.6197383077028161,0.9502741554137212,0.41660904771535356
9,322,0.9671716192187013,0.6090483424341072,0.9510764641469116,0.4265608281466933
9,988,0.9695104062906607,0.6031005786301324,0.9456512338656777,0.452201224822938
9,98,0.9630634583192894,0.5914598667090525,0.9451856597403784,0.38498826024066257
9,742,0.9592979998355531,0.5460722027830556,0.9403665961043011,0.3408194582838623
9,17,0.950504105210897,0.4985152403532266,0.9347419528522763,0.3146480944781472
9,595,0.9672217064948385,0.5669047016078701,0.9379600579755653,0.3982921836677856
9,106,0.9699556683669979,0.5893578557242327,0.9513464505710849,0.3901592058679021
10,510,0.9558770012157776,0.5228182002801489,0.9303357411465519,0.3344449265667826
10,365,0.9542746477414593,0.5148484329256569,0.9261955797179545,0.3203273967707623
10,382,0.9633003372417727,0.5554358450627648,0.9353626998731117,0.3299839832464232
10,322,0.9483602693666093,0.45369282237606773,0.92675429084379,0.29048389324355184
10,988,0.9550624239354415,0.5087648478438572,0.9343463977934514,0.3248526308801778
10,98,0.9523047365114274,0.5264068629831233,0.9300745140355241,0.3103179413789839
10,742,0.9589209016462896,0.5421926502263602,0.9293692230112257,0.3164624521268965
10,17,0.948375458741077,0.5128275623879366,0.9291699763565071,0.3143271259455118
10,595,0.9649779471623174,0.5538951368015158,0.9387147448733625,0.3395713460440417
10,106,0.9502568071307209,0.5798315958319579,0.9320675349696174,0.36527132527392653
11,510,0.7062172871400605,0.1835770330049043,0.6089431256688679,0.08545053967804075
11,365,0.7692398847867117,0.22244104556816477,0.7270339125124239,0.10888879487321657
11,382,0.8240047978338194,0.29378154795794725,0.7594768561206311,0.15345502664396252
11,322,0.7954572472459843,0.26199987403836017,0.7151973085180884,0.14019449512023308
11,988,0.759808161966434,0.226599151760413,0.6799050933964536,0.13201334218053412
11,98,0.774428185955603,0.20252794605150062,0.6866629589270262,0.10969226979495827
11,742,0.7449851527002878,0.20844530008956316,0.6569588529601822,0.11220745860399779
11,17,0.8064655267103894,0.25480216292593016,0.7218760075982051,0.1216101322795389
11,595,0.7683119520919598,0.21891856801979848,0.7154128541479007,0.12165659479068454
11,106,0.7764512599962716,0.19111265567436145,0.7029820582656204,0.11673861216655221
