channels_to_turn_off,seed,validation-roc-auc,validation-pr-auc,test-roc-auc,test-pr-auc
3,737,0.9900373990746457,0.9084073527535175,0.9885956223219693,0.8987513567825487
3,96,0.9897026452011184,0.9125986762012981,0.9876660496936833,0.9135458153486176
4,510,0.990061196515072,0.9104911562419725,0.9879534421243494,0.8972854154741992
4,365,0.9899461594953594,0.9098778571643444,0.98643482067218,0.8960816716040118
4,382,0.9898351208310221,0.9118998305189894,0.9882050614425847,0.9025337047741328
4,322,0.9897974495791731,0.8989014357747123,0.9879359329216406,0.8918796345969157
4,988,0.9901965143493989,0.9111356098033851,0.9880378183684368,0.906152277161987
4,98,0.9898554498185927,0.9096571028168361,0.9888031667506278,0.9107953157754772
4,742,0.990299604475942,0.9125881573615751,0.9880719311254379,0.8963853433025085
4,17,0.9898523667493877,0.9035706364852304,0.9882216649968775,0.9065639905903932
4,595,0.9903778373570198,0.9063561796361436,0.9870523219504649,0.9071873774104974
4,106,0.9903763439953733,0.9108445860008572,0.9890301826202293,0.8997105147488212
4,123,0.9903948424106035,0.9064683485964261,0.988552830434315,0.8908301463623477
4,569,0.9904666201155332,0.908999571944414,0.9874400904139001,0.9003383044579383
4,214,0.9901066236128898,0.9093431048192089,0.9868331172984508,0.8993322757235783
4,737,0.9907363886709731,0.9056164807924447,0.9880859686758854,0.9038240264497649
4,96,0.9903705150676577,0.9042485225558833,0.9876742760001284,0.8923833592973512
5,510,0.9905727933112813,0.9085953870645044,0.9870650764989894,0.894325646309317
5,365,0.9899925500523037,0.9086894188933562,0.986590441258323,0.9091568242409275
5,382,0.9897796737582879,0.9071053902617261,0.9861258436209333,0.9031984709772762
5,322,0.9895786961844852,0.9010991066076256,0.9871105853318918,0.8914153301578526
5,988,0.9894654415641565,0.9047031923669214,0.9867854575505606,0.9053040681122456
5,98,0.9896315419175775,0.9039979467595317,0.9862350497257583,0.8893273532765638
5,742,0.98926740254069,0.897771679547466,0.9867531560903913,0.8799653494909981
5,17,0.9894269513720501,0.9064805734229361,0.9860666745910901,0.8922882242966095
5,595,0.9900281016940742,0.8995662079509265,0.9871501319793891,0.9027113075058999
5,106,0.9902000791481673,0.9009069614550689,0.9879504987669975,0.9012660578674584
5,123,0.9895871264518427,0.8987909046898531,0.9873087713935853,0.8919239683923018
5,569,0.9899744370207244,0.9053928329061492,0.9867799481893635,0.8976840365707636
5,214,0.9889076950757845,0.8956691259449222,0.9869041729637533,0.8894747767855401
5,737,0.9900413010841084,0.9009997293664164,0.987097604371263,0.8905161747806651
5,96,0.9890499016428664,0.9056391329606733,0.9867951178003309,0.8934230010765887
6,510,0.9891578090650426,0.9073387935998557,0.986629761493716,0.8987949787786195
6,365,0.9888209837543931,0.9032406142597711,0.9847275224666844,0.9017623030664685
6,382,0.989213039359473,0.9045109456044123,0.9861836541781523,0.8917880335272539
6,322,0.9887639951470565,0.903408497891128,0.9860415051121966,0.8860436877404011
6,988,0.9886433218914532,0.8965013610433767,0.9864144435828206,0.8875625334474126
6,98,0.9890806841619603,0.9020159254966,0.9863402558834129,0.891254698366808
6,742,0.9891318438415813,0.9021221606418881,0.9866504404658808,0.8905405661142441
6,17,0.9900027627190453,0.9021843239098442,0.9868613810760989,0.8930029771408133
6,595,0.9892311764775308,0.8997229383182249,0.985113706045392,0.8896309138822638
6,106,0.9884686949247623,0.8967682814139355,0.9873328465473098,0.8956913822873658
6,123,0.9890334264918023,0.8942990037562093,0.9859933925400985,0.8989580693364622
6,569,0.9886315195171528,0.9007407879964456,0.9872332252215538,0.89291200336697
6,214,0.989364615566561,0.9019958820394687,0.9859689400328674,0.893772332215812
6,737,0.9885145074062307,0.8971147303583282,0.9858640357580182,0.880531690946317
6,96,0.9883776480373014,0.9003995308007666,0.9858911297397958,0.8893563138085553
7,510,0.9880197229717801,0.8890219930534189,0.9866136484989821,0.8784137129380918
7,365,0.9874529199676182,0.886045579040953,0.9863914250189147,0.8745686536391174
7,382,0.9887446777915686,0.8932214686506771,0.9871185097555315,0.8883642272938416
7,322,0.9889790873970634,0.8963606732024753,0.986107051416302,0.8749872089118343
7,988,0.9870588651848504,0.8768721803476818,0.9851733278994429,0.8765378058754243
7,98,0.9876263907833572,0.8854009371773627,0.9862139934000871,0.8627667537508525
7,742,0.9881952170516849,0.8958470641224364,0.9854565694415357,0.8845405664490136
7,17,0.9883475399395959,0.8852064460228612,0.9849871794146114,0.8835487605795015
7,595,0.9886884117785769,0.8852839908988381,0.9874270339825701,0.8904790275716192
7,106,0.9883645449931799,0.8812121509501376,0.9867209301009232,0.8709319793582722
7,123,0.9875898756824601,0.8883412660970395,0.9844121304058248,0.8718214103885397
7,569,0.987535151204071,0.8869085528060785,0.9860593539330612,0.870021811767108
7,214,0.9882279746619884,0.8886699219048357,0.9859009409309689,0.8738846807901809
7,737,0.9879699603078926,0.8870990536174723,0.9857088679960831,0.8624940976648503
7,96,0.9875871779969059,0.8879964326198897,0.9844304697862482,0.8739089330086899
8,510,0.9881520059098583,0.8797798573732467,0.9851039703249204,0.8729919291795234
8,365,0.9871606546415728,0.8791164681070259,0.9833954645882035,0.8754317374207714
8,382,0.9877067914474699,0.8788967113508434,0.9865885544907896,0.8807232963130789
8,322,0.988172912972905,0.8829913140531762,0.9860762593701593,0.8701166746318246
8,988,0.9863380532393061,0.8682286588471992,0.9828342644531111,0.86844703799008
8,98,0.9879995866760349,0.8764570412904646,0.9857676596724194,0.8727035688890374
8,742,0.9884168367372747,0.8817091676933276,0.9854043437162151,0.8651273290456055
8,17,0.9869726355930225,0.8765423487641342,0.9868398719262198,0.8652940803786845
8,595,0.9871747211448207,0.8714491472020567,0.9853407973856949,0.8552043574242175
8,106,0.9875481097293234,0.8740436895903407,0.9849492931225436,0.8657728354836666
8,123,0.9875906946227179,0.8858642969364204,0.9836419518987485,0.8684114654175632
8,569,0.9863878159031936,0.8742999700442188,0.9839960604293904,0.8560221309816713
8,214,0.9879562791882953,0.877156419112593,0.985334684258887,0.8655781448881531
8,737,0.9876803926674017,0.8725119307219125,0.9862453137411393,0.8679579375248677
8,96,0.9868708461363002,0.8764177839216312,0.9841207380279884,0.8677154567396248
9,510,0.9855721514066383,0.8647842511850297,0.9816985813394917,0.8481486832476004
9,365,0.9855312043937589,0.8551847348811024,0.9835913110581558,0.8431359416998349
9,382,0.9851178804284599,0.8630656477088025,0.9812090028999617,0.8645272841569072
9,322,0.9857136835523316,0.8558945688942514,0.9825261175795791,0.8529808929320333
9,988,0.9839803242377172,0.8453096885816082,0.9838233834647466,0.8596845901074744
9,98,0.9853192915588697,0.8496606190854797,0.9840657198867184,0.8545149562307088
9,742,0.9858324298896816,0.8579206077585491,0.9820260487125642,0.8542827087590775
9,17,0.98471703325885,0.8487663379676904,0.9838107043869232,0.8602748117560703
9,595,0.9864859442152348,0.8515061334486117,0.9826593988381285,0.864244419714753
9,106,0.9855725367902888,0.8537390489858677,0.9840360599010956,0.8603756540006351
9,123,0.9834503735451466,0.8396841238811588,0.9819011447018625,0.8264396928414705
9,569,0.9849570068408007,0.8583753477046254,0.9831799202652041,0.8478786317595616
9,214,0.985636606822206,0.8625269397465165,0.9834244453375143,0.8559784603624391
9,737,0.9856368476869876,0.8557044200413614,0.9833244466582518,0.8688301112837397
9,96,0.9854213218803737,0.8649740294030066,0.9822058199231329,0.8662906471386455
10,510,0.9831327692440722,0.8087417557956876,0.9804210887780728,0.8275676455800418
10,365,0.9818665430869761,0.8194591292457637,0.9796107221225379,0.8243350499411731
10,382,0.9822905132756237,0.8281886283311259,0.9804646353727403,0.8311284633473703
10,322,0.9831825319079599,0.8245995834868625,0.9806705949166709,0.8364650513212292
10,988,0.9813344246113705,0.8234155811888519,0.9816153371559244,0.8259133917796045
10,98,0.982031487289445,0.824969955854326,0.978774695428551,0.8403642175999444
10,742,0.9820513827204089,0.8335208973317203,0.9788217891461812,0.8412232468311145
10,17,0.981377876617979,0.8262378805650323,0.9816080164978952,0.8345556464699684
10,595,0.9823655185686273,0.8252618173415237,0.9790617859764117,0.8205753867172769
10,106,0.9825575359725529,0.8375854789261137,0.9799650948006348,0.8359539988675163
10,123,0.9792587964420417,0.8006770506719794,0.9766944964877822,0.7744945254235335
10,569,0.9817956084087822,0.8294370568989572,0.9803932778246325,0.834969644921228
10,214,0.981893230904782,0.8133150983723376,0.9780181016477141,0.82907727131499
10,737,0.981778868306458,0.8309211692644597,0.9808875731829957,0.8290764868669409
10,96,0.9816190786103162,0.8229739776681637,0.978663225202686,0.8104538467650578
11,510,0.9689945846371143,0.7073823027135205,0.9655771716222616,0.7127515571072279
11,365,0.9677816859426736,0.7097526898227758,0.9669480591765768,0.7217119818013158
11,382,0.9698761497379271,0.7350770992001459,0.9670014546977681,0.7394318371001956
11,322,0.9677015743162992,0.6903077598451779,0.9646100523200637,0.7078998549236617
11,988,0.9672189294668434,0.6965754790600828,0.9675808810072318,0.7068521781816356
11,98,0.9673298236123118,0.6978595245628142,0.9658955447758236,0.7311166924821554
11,742,0.9680030888499597,0.701840879471293,0.96595320439164,0.7246821801100287
11,17,0.9672849023305353,0.7082877541126348,0.9690724839483252,0.7182568887624172
11,595,0.9671058675383404,0.7004219915861357,0.9706876324274962,0.7412625987288924
11,106,0.9690641463860528,0.7251289134984411,0.9685080385730755,0.7473874092880071
11,123,0.9670995809675393,0.7119924046489823,0.9657464901406962,0.7330496077653593
11,569,0.9697663635704543,0.7147223053676388,0.9680665349702928,0.7381875308532642
11,214,0.9675773603484062,0.7164544007342137,0.9666661006364066,0.718813227862146
11,737,0.966847226935812,0.7001962277047908,0.9663731233738423,0.6929172188713016
11,96,0.9663658827561771,0.6779627407346542,0.9648251438188553,0.6976256804562062
