channels_to_turn_off,seed,validation-roc-auc,validation-pr-auc,test-roc-auc,test-pr-auc
3,322,0.990253262091954,0.9070642562194327,0.9871139060427503,0.8947011032934716
3,988,0.9902033067362414,0.9169095169246435,0.9874492978394624,0.9110748484871566
3,98,0.9897646437959132,0.9106455798021522,0.9863538406096523,0.8857567525134071
3,742,0.989852703960082,0.9107266973164463,0.9858127156811135,0.9075110627414789
3,17,0.9898807406206652,0.9089601294790707,0.9873228466793834,0.9137579202833965
3,595,0.9906700545101087,0.9093558461937129,0.9859096200616216,0.9044794081690521
3,106,0.9902936792023137,0.9109176259708851,0.9874892218404662,0.9094662259575734
3,123,0.9903313022812061,0.9150932090732115,0.9883083053620046,0.9117325375932532
4,510,0.9894432338312892,0.9024171945663608,0.9875699754908897,0.8914624337824344
4,365,0.990432561835409,0.9068403081905111,0.9886500366976285,0.9175288305971631
4,382,0.9895311976495453,0.906323119653869,0.9887997705690679,0.8830913313855423
4,322,0.9896384788232888,0.8961207627149866,0.987317827877745,0.8955326549659745
4,988,0.9901092008660534,0.9085429930824915,0.9882984187001302,0.90218736443631
4,98,0.9899388853789538,0.905184167273778,0.9888403738063838,0.9052709841908961
4,742,0.989694070414892,0.9041679191032925,0.987342959621288,0.8926305913103958
4,17,0.9895248388193097,0.8990452324422092,0.9868588150722537,0.8960758794021609
4,595,0.990323064705674,0.914209798233274,0.9875289194293659,0.9055516327680299
4,106,0.9898900380012366,0.9009874327292742,0.9888472416402048,0.9018828273969101
4,123,0.9901071053424529,0.9031646249081673,0.9882431741467564,0.8979470710901245
4,569,0.9898472122430605,0.9079746075867013,0.9873955627001154,0.9065742706146036
4,214,0.9902910296897155,0.9066703702938065,0.9878677828783394,0.9060947232286116
4,737,0.9904709556816027,0.9082040378824288,0.9887984120964439,0.895658445723576
4,96,0.9899641761810263,0.9084627077488682,0.9870768876637478,0.897627299015106
5,510,0.9902204081357379,0.9019920066876409,0.9862319554270038,0.889855401808633
5,365,0.9893587866388452,0.9015454512061387,0.986655346061467,0.8780004582434876
5,382,0.9896869889903117,0.9075117788897514,0.9866985153026281,0.8952780565126259
5,322,0.9902094728746513,0.9047293312589846,0.9862647851820824,0.8935071461467244
5,988,0.9897424842360023,0.9055422713322012,0.9874281660430899,0.9098349072060133
5,98,0.9898322786265985,0.9066244860917418,0.9854866822513664,0.9012341562723157
5,742,0.9890158433627421,0.8940518692987544,0.9853300805461059,0.8761277573669457
5,17,0.9898118532931153,0.9047865527947985,0.98755978694621,0.8993369440530113
5,595,0.9899723655836021,0.8984407697070514,0.9869647759369214,0.8961529362962631
5,106,0.9901430182813961,0.9019599795211932,0.9883675498625489,0.9039316076254964
5,123,0.9893107582013856,0.8962550532944188,0.9861561451075174,0.9047735520923006
5,569,0.9901786903555573,0.9069706520714821,0.9868527019454459,0.9037557006400802
5,214,0.9901505091761051,0.908749302039932,0.9871166229879982,0.8902166266274797
5,737,0.9902282121546632,0.9032069901069983,0.9862493136883097,0.9000092709539256
5,96,0.9888873660882138,0.8986701760400044,0.98727669634552,0.8917834562353584
