,short_description,long_description,aucper,rocauc,tprforbudget_given_best_aucpr
0,loss_function_weight-33-lr-0.0005-targets-['one_year_until_death']-weight_decay-0,"seed-42-metadata_file_path-./downstream_classification/data/combined_data/metadata_only_existant_readings_09042023.csv-data_folder_path-./downstream_classification/data/individual-signals/-fillna-0-n_epochs-1-batch_size-64-verbosity-False-patience-1-clip-1-impute_only_missing-True-minimal_number_of_leads-None-leads-['LI', 'LII', 'LIII', 'aVF', 'aVL', 'aVR', 'V1', 'V2', 'V3', 'V4', 'V5', 'V6']-eval_metric-aucpr-loss_function_weight-33-lr-0.0005-targets-['one_year_until_death']-weight_decay-0-saving_path-./combined_downstream_upstram/models/comined_model_training/notebook-0.4/loss_function_weight-33-lr-0.0005-targets-['one_year_until_death']-weight_decay-0",0.043494664806395106,0.6247839162588659,0.742467718794835
